Time,Country Code,Female Senior Mgmt Share,"Prevalence of overweight, male (% of male adults) ",Females with HIV+ Share,Female Agriculture Grads Share,"Female share of graduates in Arts and Humanities programmes, tertiary (%) ",Female Edu Grads Share,Female Health Grads Share,Female Services Grads Share,Female Graduation Ratio,Male Industry Employment,Male Employment Ratio,Advanced Edu Labor Force,Female Advanced Edu Labor Force,Female Basic Edu Labor Force,Intermediate Edu Labor Force,Female Intermediate Edu Labor Force,Female Labor Force,Male Labor Force,Total Labor Force,Paid Maternity Leave,Length of paid parental leave for father (calendar days) ,Paid Parental Leave,"Part time employment, male (% of total male employment) ",Total Part Time Employment,Female to Male Labor Force Ratio,"Self-employed, male (% of male employment) (modeled ILO estimate) ",Female Population,Male Population,Total Population,Rural Population,Urban population (% of total population) ,Agricultural Land,Cooling Degree Days,Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Heating Degree Days,Individuals using the Internet (% of population),Land Surface Temperature,Net migration,Population density (people per sq. km of land area),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Scientific and technical journal articles,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Value
2015,DNK,26.2000007629395,63.1,25.9,73.67725,64.5522,65.03742,77.59682,45.89528,65.90892410278322,28.1000003814697,62.0200004577637,77.1999969482422,75.9700012207031,34.0999984741211,66.5699996948242,62.3600006103516,1357389.0,1537807.0,2895364.0,126.0,0.0,0.0,32.7200012207031,42.439998626709,85.9286963358154,11.8900003433228,2861483.0,2821999.0,5683483.0,12.474,87.526,65.847475,25.54,101.24,15.617,2.34259110757047,5963.62,96.33050162,12.0937654,22368.0,142.087075,37.4301675977654,85.9286969164597,14105.29,6.28,5.0
2016,DNK,28.0,63.6,25.9,64.65598,65.56574,71.43726,75.73398,42.51059,67.29892578125,27.7600002288818,62.1300010681152,76.8000030517578,75.3000030517578,35.9900016784668,65.879997253418,62.3300018310547,1390119.0,1549395.0,2939677.0,126.0,0.0,0.0,34.5200004577637,44.2700004577637,87.4233007987551,11.5799999237061,2882835.0,2845175.0,5728010.0,12.358,87.642,65.6275,61.14,98.83,15.6165,3.24595698524399,6048.15,96.96778525,12.3435815,22859.0,143.20025,37.4301675977654,87.4233035660045,14186.1,5.99,8.0
2016,DNK,28.0,63.6,25.9,64.65598,65.56574,71.43726,75.73398,42.51059,67.29892578125,27.7600002288818,62.1300010681152,76.8000030517578,75.3000030517578,35.9900016784668,65.879997253418,62.3300018310547,1390119.0,1549395.0,2939677.0,126.0,0.0,0.0,34.5200004577637,44.2700004577637,87.4233007987551,11.5799999237061,2882835.0,2845175.0,5728010.0,12.358,87.642,65.6275,61.14,98.83,15.6165,3.24595698524399,6048.15,96.96778525,12.3435815,22859.0,143.20025,37.4301675977654,87.4233035660045,14186.1,5.99,5.0
2017,DNK,27.0,63.220000000000006,25.9,64.30738,65.20967,70.49378,75.58328,44.30337,65.9789886474609,27.9500007629395,62.2000007629395,76.9000015258789,75.5899963378906,34.6500015258789,65.6600036621094,62.3800010681152,1401892.0,1564459.0,2966464.0,126.0,0.0,0.0,33.7599983215332,43.5099983215332,87.3936314745757,11.1000003814697,2900427.0,2864553.0,5764980.0,12.243,87.757,65.7825,3.5,102.11,15.64,2.82173634129026,6027.26,97.09936216,11.4686519,23188.0,144.1245,37.4301675977654,87.3936323509336,14405.93,5.83,2.0
2017,DNK,27.0,63.220000000000006,25.9,64.30738,65.20967,70.49378,75.58328,44.30337,65.9789886474609,27.9500007629395,62.2000007629395,76.9000015258789,75.5899963378906,34.6500015258789,65.6600036621094,62.3800010681152,1401892.0,1564459.0,2966464.0,126.0,0.0,0.0,33.7599983215332,43.5099983215332,87.3936314745757,11.1000003814697,2900427.0,2864553.0,5764980.0,12.243,87.757,65.7825,3.5,102.11,15.64,2.82173634129026,6027.26,97.09936216,11.4686519,23188.0,144.1245,37.4301675977654,87.3936323509336,14405.93,5.83,5.0
2018,DNK,26.2999992370605,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,67.571159362793,28.0400009155273,62.9000015258789,76.8300018310547,74.8300018310547,34.2200012207031,66.1900024414063,62.4700012207031,1409086.0,1581107.0,2990219.0,126.0,0.0,0.0,32.7599983215332,42.5800018310547,86.9881231249458,10.8500003814697,2913918.0,2879718.0,5793636.0,12.126,87.874,65.8125,155.38,92.87,15.664,1.98953731496432,5824.88,97.31920437,13.9692075,23337.0,144.8409,37.4301675977654,86.9881229411587,14500.93,5.13,8.0
2018,DNK,26.2999992370605,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,67.571159362793,28.0400009155273,62.9000015258789,76.8300018310547,74.8300018310547,34.2200012207031,66.1900024414063,62.4700012207031,1409086.0,1581107.0,2990219.0,126.0,0.0,0.0,32.7599983215332,42.5800018310547,86.9881231249458,10.8500003814697,2913918.0,2879718.0,5793636.0,12.126,87.874,65.8125,155.38,92.87,15.664,1.98953731496432,5824.88,97.31920437,13.9692075,23337.0,144.8409,37.4301675977654,86.9881229411587,14500.93,5.13,4.0
2019,DNK,26.6000003814697,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,69.6952133178711,27.2800006866455,63.6500015258789,77.1999969482422,75.379997253418,34.4500007629395,66.4000015258789,62.2000007629395,1426075.0,1606042.0,3032098.0,126.0,0.0,0.0,34.9000015258789,44.2999992370605,86.7328739743477,10.9899997711182,2923497.0,2890926.0,5814422.0,12.006,87.994,65.649125,79.19,100.59,15.6875,1.49348695853648,5767.31,98.04643475,12.5935977,23305.0,145.36055,39.1061452513966,86.7328776343539,14532.28,5.02,-2.0
2019,DNK,26.6000003814697,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,69.6952133178711,27.2800006866455,63.6500015258789,77.1999969482422,75.379997253418,34.4500007629395,66.4000015258789,62.2000007629395,1426075.0,1606042.0,3032098.0,126.0,0.0,0.0,34.9000015258789,44.2999992370605,86.7328739743477,10.9899997711182,2923497.0,2890926.0,5814422.0,12.006,87.994,65.649125,79.19,100.59,15.6875,1.49348695853648,5767.31,98.04643475,12.5935977,23305.0,145.36055,39.1061452513966,86.7328776343539,14532.28,5.02,5.0
2020,DNK,28.0,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,71.6558685302734,27.71800079345702,62.8499984741211,76.9499969482422,75.8099975585938,34.2700004577637,65.5100021362305,61.0200004577637,1426055.0,1602291.0,3028252.0,126.0,0.0,0.0,35.0999984741211,43.9700012207031,86.9859926659443,10.956000137329099,2931257.0,2900148.0,5831404.0,11.884,88.116,65.499675,88.03,102.66,15.711,-1.99460756850381,5541.46,96.54914573,13.0938174,23076.0,145.7851,39.6648044692737,86.9859918662449,15318.52,5.64,-1.0
2020,DNK,28.0,63.220000000000006,25.9,66.320794,65.22060400000001,69.7799,76.046268,43.90464000000001,71.6558685302734,27.71800079345702,62.8499984741211,76.9499969482422,75.8099975585938,34.2700004577637,65.5100021362305,61.0200004577637,1426055.0,1602291.0,3028252.0,126.0,0.0,0.0,35.0999984741211,43.9700012207031,86.9859926659443,10.956000137329099,2931257.0,2900148.0,5831404.0,11.884,88.116,65.499675,88.03,102.66,15.711,-1.99460756850381,5541.46,96.54914573,13.0938174,23076.0,145.7851,39.6648044692737,86.9859918662449,15318.52,5.64,4.0
2021,DNK,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2000,EST,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2001,EST,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2002,EST,37.2000007629395,52.1,38.4,45.76271,77.75281,92.90254,91.83223,35.14739,40.6593399047852,36.7900009155273,56.9300003051758,80.5100021362305,77.4000015258789,22.6900005340576,68.8600006103516,61.3499984741211,319519.0,337489.0,654956.0,112.0,0.0,0.0,14.0200004577637,17.25,79.6936664081407,8.90999984741211,737190.0,642160.0,1379350.0,30.884,69.116,16.4708657702288,151.4,71.25,53.2747346072187,6.7713679304362,8029.98,41.52,8.71864444,-2984.0,32.5395140363293,17.8217821782178,79.6936720323502,509.77,10.03,25.0
2003,EST,34.7999992370605,52.6,38.6,53.88889,76.20545,92.18613,86.46388,40.74766,27.6332492828369,38.439998626709,58.1399993896484,78.4100036621094,74.3300018310547,22.7900009155273,71.7399978637695,65.2099990844727,327213.0,349988.0,675620.0,112.0,0.0,0.0,16.3500003814697,20.2600002288818,78.6415789791352,11.2700004577637,732979.0,637741.0,1370720.0,31.011,68.989,19.5494220334985,150.07,69.62,53.5038688369899,7.60026518508707,8366.64,45.32,7.59324853,-3780.0,32.3359282849729,18.8118811881188,78.6415798101942,568.93,11.29,18.0
2004,EST,41.2000007629395,53.1,38.8,60.47904,79.6875,90.46434,92.48895,52.35405,29.8264102935791,42.2299995422363,57.6300010681152,79.4899978637695,76.6699981689453,24.1700000762939,70.0100021362305,63.7400016784668,332873.0,345812.0,677677.0,140.0,0.0,0.0,11.9099998474121,15.5699996948242,80.9034308783577,13.3500003814697,728929.0,633621.0,1362550.0,31.138,68.862,18.1740976645435,63.0,72.74,53.733003066761,6.80400777050136,8200.11,53.2,7.59370954,-3768.0,32.1431941495636,18.8118811881188,80.903437685302,631.83,10.25,14.0
2005,EST,41.0,53.7,38.9,56.2724,81.5184,91.79163,91.94683,52.63158,41.7891616821289,44.060001373291,58.2799987792969,79.6800003051758,77.1900024414063,23.3600006103516,69.5899963378906,63.75,334425.0,339944.0,673381.0,140.0,0.0,0.0,10.1800003051758,14.1499996185303,82.7466762559416,10.9700002670288,724912.0,629862.0,1354775.0,31.265,68.735,20.8044350082567,64.13,78.03,53.9621372965322,9.52642697162088,8135.98,61.45,7.40610208,-5242.0,31.9597782495872,18.8118811881188,82.746680270216,716.74,8.03,9.0
2006,EST,39.5999984741211,54.2,39.0,66.8,80.55976,93.72881,91.78491,51.84175,41.311408996582,45.1199989318848,63.1399993896484,82.1699981689453,79.6999969482422,22.5699996948242,71.9499969482422,65.3600006103516,340480.0,353433.0,692994.0,140.0,0.0,0.0,10.3699998855591,14.0299997329712,81.0355317664329,11.4399995803833,720684.0,626127.0,1346810.0,31.393,68.607,21.1960368011323,134.46,74.47,54.1912715263034,9.76558336997708,7824.2,63.51,8.90599678,-5403.0,31.7718801604152,18.8118811881188,81.0355305871366,891.83,5.91,2.0
2006,EST,39.5999984741211,54.2,39.0,66.8,80.55976,93.72881,91.78491,51.84175,41.311408996582,45.1199989318848,63.1399993896484,82.1699981689453,79.6999969482422,22.5699996948242,71.9499969482422,65.3600006103516,340480.0,353433.0,692994.0,140.0,0.0,0.0,10.3699998855591,14.0299997329712,81.0355317664329,11.4399995803833,720684.0,626127.0,1346810.0,31.393,68.607,21.1960368011323,134.46,74.47,54.1912715263034,9.76558336997708,7824.2,63.51,8.90599678,-5403.0,31.7718801604152,18.8118811881188,81.0355305871366,891.83,5.91,27.0
2007,EST,34.9000015258789,54.8,39.1,51.53846,80.79268,92.37037,92.74311,48.73737,40.6512489318848,47.9099998474121,64.3899993896484,81.7099990844727,79.2399978637695,22.3899993896484,71.9000015258789,64.1699981689453,335389.0,355708.0,690862.0,140.0,0.0,0.0,9.71000003814697,13.8599996566772,79.1491461037792,12.6800003051758,717490.0,623190.0,1340680.0,31.521,68.479,21.5758433592828,121.73,84.53,54.4204057560746,7.57914052046765,7638.53,66.19,9.28166234,-2862.0,31.6272705826846,20.7920792079208,79.1491481226469,1024.4,4.59,-7.0
2008,EST,36.5999984741211,55.3,39.2,55.59701,78.53152,94.39746,93.2409,48.85599,34.8470916748047,47.8199996948242,64.5400009155273,80.5199966430664,76.8399963378906,26.0,73.620002746582,66.4899978637695,338993.0,356901.0,696060.0,140.0,0.0,0.0,11.3699998855591,14.8299999237061,79.6968860000668,10.7299995422363,715380.0,621710.0,1337090.0,31.649,68.351,21.3918376975702,16.07,81.4,54.6495399858457,-5.13200095768519,7307.94,70.58,9.40631165,-1973.0,31.5425807973579,20.7920792079208,79.6968859540675,1138.56,5.45,-23.0
2009,EST,34.2999992370605,55.9,39.3,53.38983,79.60275,93.26923,91.50119,53.61891,34.5680313110352,43.8499984741211,56.4000015258789,80.5100021362305,77.0899963378906,24.8199996948242,72.3300018310547,65.1999969482422,337027.0,351669.0,688933.0,140.0,0.0,0.0,23.7800006866455,27.3700008392334,80.5224468137424,11.539999961853,713461.0,621054.0,1334515.0,31.777,68.223,21.9815994338287,26.84,83.0,54.8786742156169,-14.6290550324223,8140.34,72.5,7.1563077,-1939.0,31.4818353385232,22.7722772277228,80.5224429727741,1150.71,13.55,-28.0
2010,EST,38.4000015258789,56.4,39.4,55.90909,80.24607,94.13793,92.5456,52.18801,32.7741889953613,43.1399993896484,53.9000015258789,79.620002746582,77.0199966430664,24.25,71.6999969482422,65.4300003051758,337402.0,345311.0,682870.0,140.0,0.0,0.0,20.5400009155273,24.6499996185303,82.2337433584308,11.6599998474121,711236.0,620239.0,1331475.0,31.906,68.094,22.3826374144845,312.77,79.04,55.1078084453881,2.44426511799784,9083.29,74.1,6.09369508,-3759.0,31.4101203113942,22.7722772277228,82.2337375306135,1407.66,16.71,-30.0
2010,EST,38.4000015258789,56.4,39.4,55.90909,80.24607,94.13793,92.5456,52.18801,32.7741889953613,43.1399993896484,53.9000015258789,79.620002746582,77.0199966430664,24.25,71.6999969482422,65.4300003051758,337402.0,345311.0,682870.0,140.0,0.0,0.0,20.5400009155273,24.6499996185303,82.2337433584308,11.6599998474121,711236.0,620239.0,1331475.0,31.906,68.094,22.3826374144845,312.77,79.04,55.1078084453881,2.44426511799784,9083.29,74.1,6.09369508,-3759.0,31.4101203113942,22.7722772277228,82.2337375306135,1407.66,16.71,27.0
2011,EST,34.5999984741211,56.9,39.5,54.90909,76.40891,93.27641,92.50399,53.20122,34.6526718139648,45.6399993896484,59.0800018310547,79.2699966430664,77.0599975585938,26.9400005340576,72.0699996948242,65.7799987792969,338731.0,349139.0,687615.0,140.0,0.0,0.0,15.1899995803833,20.9200000762939,81.8551077594968,12.1199998855591,708523.0,618917.0,1327439.0,32.035,67.965,22.3165841000236,194.8,83.75,55.508799245105,7.26308458128695,7672.68,76.5,9.18764473,-3929.0,31.3149091766926,19.8019801980198,81.8551117129316,1384.92,12.33,-25.0
2012,EST,31.6000003814697,57.5,39.6,58.27068,76.07868,92.33371,91.47686,48.35007,44.6926200866699,44.2999992370605,60.8400001525879,80.7300033569336,78.6399993896484,25.7999992370605,71.4300003051758,64.1699981689453,335268.0,349174.0,683905.0,140.0,0.0,0.0,19.4400005340576,24.2299995422363,81.1806430781788,12.4700002670288,705538.0,617158.0,1322696.0,32.026,67.974,22.550129747582,58.09,89.2,55.9097900448219,3.22820049358981,8623.92,78.38992593,6.2191262,-3646.0,31.2030195800896,20.7920792079208,81.1806441209669,1493.05,10.02,-24.0
2013,EST,32.7999992370605,58.0,39.7,51.65289,76.16078,95.01699,90.05891,43.42508,61.4984588623047,43.0,62.0800018310547,80.629997253418,77.6600036621094,26.6200008392334,70.9100036621094,63.9700012207031,332958.0,347920.0,680462.0,140.0,0.0,0.0,21.5400009155273,25.8500003814697,81.043879858594,12.2600002288818,702454.0,615543.0,1317997.0,31.878,68.122,22.1992178513918,118.31,92.45,54.9117552334944,1.45842863615992,7791.3,80.0043,8.78104683,-2650.0,30.3196917414309,20.7920792079208,81.0438755784664,1449.46,8.63,-22.0
2014,EST,30.7999992370605,58.5,39.7,58.29146,74.41685,92.4338,89.48949,40.32738,61.7635917663574,42.1100006103516,63.3499984741211,79.8600006103516,75.9499969482422,28.8500003814697,71.3099975585938,63.2999992370605,326355.0,349355.0,675361.0,140.0,0.0,0.0,22.9500007629395,26.4500007629395,79.2824762482525,12.3400001525879,699900.0,614645.0,1314545.0,31.731,68.269,22.4062571888659,217.41,97.32,55.3027835288705,3.01136658651455,7751.24,84.24152803,9.15683265,-562.0,30.2402806533241,19.0,79.2824747063612,1678.33,7.35,-25.0
2014,EST,30.7999992370605,58.5,39.7,58.29146,74.41685,92.4338,89.48949,40.32738,61.7635917663574,42.1100006103516,63.3499984741211,79.8600006103516,75.9499969482422,28.8500003814697,71.3099975585938,63.2999992370605,326355.0,349355.0,675361.0,140.0,0.0,0.0,22.9500007629395,26.4500007629395,79.2824762482525,12.3400001525879,699900.0,614645.0,1314545.0,31.731,68.269,22.4062571888659,217.41,97.32,55.3027835288705,3.01136658651455,7751.24,84.24152803,9.15683265,-562.0,30.2402806533241,19.0,79.2824747063612,1678.33,7.35,28.0
2015,EST,27.7999992370605,59.1,39.7,55.32995,71.66149,91.50718,88.91528,48.68624,55.95142288208007,43.2099990844727,65.0299987792969,81.2699966430664,78.1399993896484,30.8400001525879,73.120002746582,65.1600036621094,332815.0,352589.0,682934.0,140.0,0.0,0.0,23.0,27.5200004577637,80.8495498807859,12.0500001907349,699505.0,615901.0,1315407.0,31.584,68.416,22.8433402346446,39.54,111.23,55.6938118242466,1.85302004629342,7210.6,88.4097035,9.78013574,4308.0,30.26011042098,23.7623762376238,80.8495518751632,1542.15,6.41,-19.0
2016,EST,31.6000003814697,59.6,39.7,51.36612,72.86943,92.82051,87.7907,45.22293,61.0366485595703,41.5900001525879,65.1500015258789,81.1699981689453,77.9599990844727,31.8400001525879,73.9499969482422,66.1600036621094,335082.0,358272.0,691074.0,140.0,0.0,0.0,20.2299995422363,25.0,80.336221208352,12.1999998092651,698703.0,617086.0,1315790.0,31.437,68.563,23.0733839429492,70.13,91.45,55.6993328732459,3.15556481438308,7902.91,87.24023275,8.65646964,1164.0,30.2689210950081,23.7623762376238,80.3362207983103,1555.26,6.88,-5.0
2017,EST,34.2999992370605,58.739999999999995,39.7,57.89474,70.45075,92.81346,88.6747,43.30435,38.752067947387694,41.8499984741211,66.8399963378906,81.9199981689453,78.4899978637695,33.4799995422363,74.75,67.5699996948242,338511.0,363365.0,697561.0,140.0,0.0,0.0,20.7099990844727,25.3999996185303,80.822673427388,13.6899995803833,698113.0,619270.0,1317384.0,31.283,68.717,22.9707602339181,14.15,99.56,57.0385964912281,5.79204467466494,7886.77,88.10245687,8.59376704,5329.0,30.816,26.7326732673267,80.8226753254119,1563.46,5.81,1.0
2018,EST,33.2000007629395,58.739999999999995,39.7,54.907032,73.11186000000001,92.91838800000002,88.98581599999999,44.193196,60.078800201416,41.1500015258789,67.3099975585938,81.5,78.0,36.3499984741211,75.0800018310547,67.5800018310547,339951.0,364934.0,702032.0,140.0,0.0,0.0,22.8400001525879,28.2700004577637,80.9930577913889,14.3400001525879,698657.0,623319.0,1321977.0,31.12,68.88,23.0409356725146,241.84,84.71,57.0385964912281,3.78420084952826,7630.19,89.35700777,9.96884288,7229.0,30.9234385964912,26.7326732673267,80.9930562430174,1476.89,5.41,-15.0
2018,EST,33.2000007629395,58.739999999999995,39.7,54.907032,73.11186000000001,92.91838800000002,88.98581599999999,44.193196,60.078800201416,41.1500015258789,67.3099975585938,81.5,78.0,36.3499984741211,75.0800018310547,67.5800018310547,339951.0,364934.0,702032.0,140.0,0.0,0.0,22.8400001525879,28.2700004577637,80.9930577913889,14.3400001525879,698657.0,623319.0,1321977.0,31.12,68.88,23.0409356725146,241.84,84.71,57.0385964912281,3.78420084952826,7630.19,89.35700777,9.96884288,7229.0,30.9234385964912,26.7326732673267,80.9930562430174,1476.89,5.41,22.0
2019,EST,35.0999984741211,58.54,39.8,54.90287599999999,73.444226,92.89837000000001,89.38328999999999,45.797734000000005,38.752067947387694,39.4199981689453,67.629997253418,82.1100006103516,78.7099990844727,34.0499992370605,74.6900024414063,67.3300018310547,340288.0,363819.0,700314.0,140.0,0.0,0.0,24.1000003814697,28.6599998474121,82.0575998134038,14.6099996566772,699471.0,627427.0,1326898.0,30.949,69.051,23.1204678362573,102.49,106.74,57.0385964912281,3.73970668161645,7289.45,90.2289282,9.8442572,5410.0,31.0385497076023,29.7029702970297,82.0575943207191,1622.86,4.51,-40.0
2019,EST,35.0999984741211,58.54,39.8,54.90287599999999,73.444226,92.89837000000001,89.38328999999999,45.797734000000005,38.752067947387694,39.4199981689453,67.629997253418,82.1100006103516,78.7099990844727,34.0499992370605,74.6900024414063,67.3300018310547,340288.0,363819.0,700314.0,140.0,0.0,0.0,24.1000003814697,28.6599998474121,82.0575998134038,14.6099996566772,699471.0,627427.0,1326898.0,30.949,69.051,23.1204678362573,102.49,106.74,57.0385964912281,3.73970668161645,7289.45,90.2289282,9.8442572,5410.0,31.0385497076023,29.7029702970297,82.0575943207191,1622.86,4.51,23.0
2020,EST,35.7999992370605,58.21999999999999,39.8,54.90287599999999,73.444226,92.89837000000001,89.38328999999999,45.797734000000005,6.05214023590088,40.5979995727539,65.6100006103516,82.1100006103516,79.0899963378906,28.8600006103516,74.6999969482422,67.6699981689453,338977.0,365240.0,700236.0,140.0,30.0,0.0,27.2900009155273,31.75,81.831985702287,14.317999839782697,699645.0,629878.0,1329522.0,30.771,69.229,23.0409356725146,84.6,107.75,57.0385964912281,-0.55100125774716,6733.16,89.05828666,10.0620971,2995.0,31.0999298245614,28.7128712871287,81.8319823561424,1747.64,6.96,-53.0
2020,EST,35.7999992370605,58.21999999999999,39.8,54.90287599999999,73.444226,92.89837000000001,89.38328999999999,45.797734000000005,6.05214023590088,40.5979995727539,65.6100006103516,82.1100006103516,79.0899963378906,28.8600006103516,74.6999969482422,67.6699981689453,338977.0,365240.0,700236.0,140.0,30.0,0.0,27.2900009155273,31.75,81.831985702287,14.317999839782697,699645.0,629878.0,1329522.0,30.771,69.229,23.0409356725146,84.6,107.75,57.0385964912281,-0.55100125774716,6733.16,89.05828666,10.0620971,2995.0,31.0999298245614,28.7128712871287,81.8319823561424,1747.64,6.96,19.0
2021,EST,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2000,FRA,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2001,FRA,31.32120338756922,62.06979942693409,24.9676217765043,50.1518793581662,66.55973508309457,78.10610540974213,78.99855130659026,49.116316504298,52.08804823976533,34.5990315336211,62.89515751617344,80.65562204180611,78.89562763552952,29.74496847988883,67.94181090084393,61.95547873598115,3257139.3037249283,3803400.9914040114,7063968.836676218,128.97134670487105,24.39541547277937,24.22349570200573,23.95960466089768,33.00559886014222,80.92696854479047,17.03255586870079,7460761.200573066,7108414.76790831,14569175.962750716,25.988401146131807,74.01159885386821,44.99721226486867,365.05444126074497,96.04584527220631,28.833454483611508,2.543182961029758,6070.723151862464,74.30430902466189,14.244988753180515,30192.085959885386,146.85887631779337,26.902175851593274,80.92696850668823,16434.599627507163,8.201318051575932,20.48997134670487
2002,FRA,36.74000015258788,59.5,32.1,50.83799,74.09664,70.93162,76.0022,54.65794,43.3688201904297,35.310001373291,58.0499992370605,80.1800003051758,77.3099975585938,36.5499992370605,71.0100021362305,64.8899993896484,12875857.0,15168022.0,28039182.0,112.0,0.0,0.0,17.2600002288818,28.1800003051758,77.962597870441,13.3100004196167,31843184.0,29973050.0,61816234.0,23.62,76.38,54.0768526956519,218.67,104.48,28.3329711249947,1.13553148214601,4595.68,30.18,17.3751291,137513.0,112.892548309157,12.1317157712305,77.96260108352,51494.97,8.7,13.0
2003,FRA,36.74000015258788,60.1,32.2,52.07026,74.2542,71.01253,77.93121,56.53202,46.5223197937012,34.0999984741211,58.2700004577637,80.5199966430664,78.0899963378906,37.7999992370605,70.9400024414063,65.7600021362305,13309820.0,15313424.0,28620674.0,112.0,0.0,0.0,25.5200004577637,36.0400009155273,79.7966789495553,14.3500003814697,32074754.0,30182216.0,62256970.0,23.368,76.632,53.9083390676934,646.57,95.97,28.5238935727102,0.823160756684118,4806.02,36.14,18.3748867,148696.0,113.635188832326,12.1951219512195,79.7966822089003,52659.44,8.31,37.0
2004,FRA,36.74000015258788,60.7,32.2,50.21018,72.20613,77.5229,71.38806,49.72306,38.8558197021484,34.1699981689453,57.8600006103516,80.3199996948242,77.3499984741211,37.8600006103516,70.5999984741211,65.2600021362305,13373536.0,15407887.0,28778198.0,112.0,0.0,0.0,26.0200004577637,36.810001373291,79.6634184006921,13.8000001907349,32317296.0,30399010.0,62716306.0,23.117,76.883,53.7987132168301,324.48,104.21,28.7460712570334,2.82975292869891,5066.63,39.15,16.8747142,154947.0,114.536314277522,12.1951219512195,79.6634141690239,54976.7,8.91,33.0
